1786.1445783133 1661.6465863454 1748.9959839358 1732.2623828648 36.9005309565
2618.4738955823 2315.2610441767 2550.2008032129 2494.6452476573 91.8319536421
3417.6706827309 2843.3734939759 3469.8795180723 3243.641231593  200.7005538564
3055.2208835341 2704.8192771084 3072.2891566265 2944.109772423  119.7466594489
4043.1726907631 2946.7871485944 3864.4578313253 3618.1392235609 339.6174105605
3638.5542168675 3386.546184739  3590.3614457831 3538.4872824632 77.2338627793
4798.1927710843 3174.6987951807 4748.9959839358 4240.6291834003 533.1543789447
5003.0120481928 3961.8473895582 4791.1646586345 4585.3413654619 317.6887274292
3019.0763052209 4023.0923694779 3354.4176706827 3465.5287817939 295.1108964332
4137.5502008032 4072.2891566265 3772.0883534137 3993.9759036145 112.5319431278
5434.7389558233 1638.5542168675 5326.3052208835 4133.1994645248 1247.715332446
5318.2730923695 4612.4497991968 5798.1927710843 5242.9718875502 344.3589708577
5304.2168674699 4950.8032128514 4825.3012048193 5026.7737617135 143.3744470537
6599.3975903615 3972.8915662651 6596.3855421687 5722.8915662651 875.0004320206
7165.6626506024 5187.7510040161 7108.4337349398 6487.2824631861 649.9757167839
6059.2369477912 5543.1726907631 6550.2008032129 6050.8701472557 290.7340751325
5967.8714859438 6169.6787148594 5483.9357429719 5873.828647925  203.464900667
7122.4899598394 6507.0281124498 5878.5140562249 6502.6773761714 359.1115002674
7943.7751004016 4164.6586345382 9169.6787148594 7092.7041499331 1506.1869984781
6409.6385542169 7306.2248995984 6837.3493975904 6851.0709504685 258.913099605
8467.8714859438 5748.9959839358 8517.0682730924 7577.9785809906 914.6015683006
9986.9477911647 8475.9036144578 10925.702811245 9796.1847389558 713.599311638
10044.1767068273    5252.0080321285 12018.0722891566    9104.7523427042 2008.8798690223
11081.3253012048    9191.7670682731 11640.562248996 10637.8848728246    740.8618898338
4098.3935742972 9560.2409638554 8871.4859437751 7510.0401606426 1717.3715567705
12370.4819277108    10018.0722891566    15858.4337349398    12748.9959839357    1696.5563280184
15182.7309236948    10960.843373494 16001.0040160643    14048.1927710843    1561.6430920161
15487.9518072289    4238.9558232932 5242.9718875502 8323.2931726908 3594.0349690572
5288.1526104418 12052.2088353414    15838.3534136546    11059.5716198126    3085.756564619
15832.3293172691    12764.0562248996    15406.6265060241    14667.6706827309    959.7077200766
14995.983935743 14483.9357429719    8681.7269076305 12720.5488621151    2024.8136064792
8998.9959839358 5600.4016064257 14181.7269076305    9593.7081659973 2494.9981907738
11635.5421686747    15911.6465863454    0   9182.3962516734 4754.2461000585
0   15887.5502008032    2810.2409638554 6232.5970548862 4895.166110771
6036.1445783133 11922.6907630522    15819.2771084337    11259.3708165997    2843.5550249056
15809.2369477912    7708.8353413655 15881.5261044177    13133.1994645248    2712.2623420314
15831.3253012048    0   15878.5140562249    10569.9464524766    5284.9907821054
15845.3815261044    7170.6827309237 6307.2289156627 9774.4310575636 3045.6919200941
3169.6787148594 15888.5542168675    11212.8514056225    10090.3614457831    3714.2714086503
14108.4337349398    15934.7389558233    15977.9116465863    15340.3614457831    616.0899241357
15856.4257028112    15922.6907630522    15974.8995983936    15918.0053547523    34.2806105149
15301.2048192771    2022.0883534137 5805.2208835341 7709.5046854083 3949.829368764
6307.2289156627 14602.4096385542    16028.1124497992    12312.5836680054    3030.751909049
15504.016064257 15617.4698795181    8687.7510040161 13269.7456492637    2291.2314111891
10740.9638554217    14954.8192771084    15902.6104417671    13866.1311914324    1586.3564313128
12472.8915662651    6575.3012048193 5906.6265060241 8318.2730923695 2086.2584100832
7405.6224899598 15930.7228915663    16003.0120481928    13113.1191432396    2853.8246247181
15841.3654618474    14341.3654618474    15918.6746987952    15367.1352074967    513.3701906183
15567.2690763052    8330.3212851406 6354.4176706827 10084.0026773762    2800.3396564599
6198.7951807229 7982.9317269076 15710.843373494 9964.1900937082 2919.1210858986
15842.3694779116    15916.6666666667    15881.5261044177    15880.187416332 21.4581929075
15831.3253012048    15941.7670682731    11468.875502008 14413.9892904953    1472.9019843302
9600.4016064257 6181.7269076305 10629.5180722892    8803.8821954485 1344.3144399224
12520.0803212851    15784.1365461847    15701.8072289157    14668.6746987952    1074.5600461617
15862.4497991968    15903.6144578313    14686.7469879518    15484.2704149933    398.9387358105
14743.9759036145    8648.59437751   2240.9638554217 8544.5113788487 3609.6838514507
4857.4297188755 13445.7831325301    13712.8514056225    10672.0214190094    2908.317889839
11211.8473895582    15861.4457831325    15884.5381526104    14319.2771084337    1553.7291599777
15790.1606425703    13934.7389558233    13601.40562249  14442.1017402945    680.8633932446
11410.6425702811    6433.734939759  8840.3614457831 8894.9129852744 1436.9683705094
10524.0963855422    10379.5180722892    13348.3935742972    11417.3360107095    966.4304092178
15559.2369477912    15917.6706827309    14139.5582329317    15205.4886211513    542.9163164439
11174.6987951807    10392.5702811245    7108.4337349398 9558.5676037483 1245.6990319277
6268.0722891566 11686.7469879518    12819.2771084337    10258.0321285141    2021.5910201467
13838.3534136546    15912.6506024096    14191.7670682731    14647.5903614458    640.7049145975
13898.59437751  11226.9076305221    16037.1485943775    13720.8835341365    1391.436953953
15005.0200803213    6047.1887550201 3299.1967871486 8117.1352074967 3534.1233462646
6275.1004016064 13919.6787148594    15839.3574297189    12011.3788487282    2921.1846574781
12253.0120481928    13935.7429718876    15958.8353413655    14049.1967871486    1071.2820039876
15790.1606425703    13937.7510040161    9220.8835341366 12982.9317269076    1955.5570664819
10183.734939759 7495.983935743  12753.0120481928    10144.2436412316    1517.701751088
11649.5983935743    11491.9678714859    14630.5220883534    12590.6961178046    1020.9275746378
15848.3935742972    15709.8393574297    14179.718875502 15245.983935743 534.6307765711
12847.3895582329    9207.8313253012 6096.3855421687 9383.8688085676 1950.8336425628
6135.5421686747 12711.8473895582    15931.7269076305    11593.0388219545    2882.7133235978
15861.4457831325    15906.6265060241    15964.859437751 15910.9772423025    29.9321046705
15834.3373493976    12980.9236947791    9371.4859437751 12728.9156626506    1869.9147136507
10815.2610441767    6030.1204819277 9268.0722891566 8704.484605087  1409.8009148276
9025.1004016064 15924.6987951807    15833.3333333333    13594.3775100402    2284.7907914546
14462.8514056225    15910.6425702811    15862.4497991968    15411.9812583668    474.7688012159
15863.453815261 9523.0923694779 5772.0883534137 10386.2115127175    2944.9190827996
6026.1044176707 12199.7991967871    15860.4417670683    11362.1151271754    2869.6593134494
15632.5301204819    12928.7148594378    14573.2931726908    14378.1793842035    786.5973735669
15812.2489959839    15822.2891566265    13603.4136546185    15079.3172690763    737.957498908
12666.6666666667    5759.0361445783 5976.9076305221 8134.203480589  2267.1041658144
5588.3534136546 15959.8393574297    15877.5100401606    12475.234270415 3443.5224446551
15857.4297188755    15893.5742971888    15865.4618473896    15872.1552878179    10.9576342328
15822.2891566265    12291.1646586345    8167.6706827309 12093.7081659973    2211.9024839181
10332.3293172691    6102.4096385542 10534.1365461847    8989.625167336  1444.7827600992
8201.8072289157 15916.6666666667    15384.5381526104    13167.6706827309    2487.6789764974
15561.2449799197    15643.5742971888    14919.6787148594    15374.8326639893    228.814602664
15564.2570281125    8226.9076305221 5870.4819277109 9887.2155287818 2918.8916653449
7409.6385542169 13276.1044176707    15474.8995983936    12053.547523427 2407.148586151
13780.1204819277    13030.1204819277    15859.437751004 14223.2262382865    846.2694775232
15853.4136546185    15588.3534136546    12704.8192771084    14715.5287817938    1008.2623281351
12490.9638554217    5515.0602409639 5479.9196787149 7828.6479250335 2331.1800367227
5554.2168674699 15727.9116465863    15833.3333333333    12371.8206157965    3408.9377174768
15780.1204819277    15928.7148594378    15838.3534136546    15849.06291834  43.228433447
15755.0200803213    14220.8835341365    12779.1164658635    14251.6733601071    859.2073072845
14780.1204819277    7047.1887550201 8422.6907630522 10083.3333333333    2381.7261655451
6318.2730923695 12559.2369477912    12567.2690763052    10481.593038822 2081.6612645648
12641.5662650602    15912.6506024096    15846.3855421687    14800.2008032129    1079.4867710369
15863.453815261 11725.9036144578    10453.8152610442    12681.0575635877    1633.0224148004
12462.8514056225    9328.3132530121 10697.7911646586    10829.6519410977    907.2619625031
8700.8032128514 15920.6827309237    15849.3975903614    13490.2945113789    2394.8340629237
15846.3855421687    12681.7269076305    15880.5220883534    14802.8781793842    1060.6214159936
15861.4457831325    9217.8714859438 5408.6345381526 10162.6506024096    3054.2195628877
7437.7510040161 11913.6546184739    11822.2891566265    10391.2315930388    1476.975807092
9886.546184739  15904.6184738956    15864.4578313253    13885.2074966533    1999.3642685325
15852.4096385542    15887.5502008032    15853.4136546185    15864.4578313253    11.5498219054
15870.4819277108    5188.7550200803 5276.1044176707 8778.4471218206 3546.1070554099
6290.1606425703 15807.2289156627    15691.7670682731    12596.3855421687    3153.2886125856
