0   15225.83    14553.23    15282.8 15020.62    234.2729563992
30  15259.9 14501.7 15243.93    15001.8433333333    250.1141576916
60  15203.47    14498.8 15277.37    14993.2133333333    248.125445849
90  15134.67    14528.73    15223.6 14962.3333333333    218.3163028218
120 15112.87    14520.8 15264.43    14966.0333333333    226.875258849
150 15153.7 14507.23    15249.93    14970.2866666667    233.1888795471
180 15149.17    14530.77    15217.8 14965.9133333333    218.4718209391
210 15172.37    14516.87    15257.43    14982.2233333333    233.9687262102
240 15142.67    14482.83    15208.53    14944.6766666667    231.7046557821
270 15174.27    14504   15217.9 14965.39    231.0385561618
300 15151.23    14494.97    15223.1 14956.4333333333    231.6625636807
330 15170.83    14231   14952.77    14784.8666666667    283.997508342
360 14897.67    14621.27    15246.07    14921.67    180.7629755601
390 15243.67    14560.8 15276.6 15027.0233333333    233.3054104483
420 15179.2 14546.47    15279.8 15001.8233333333    229.5213015774
450 15150.23    14562.6 15263.13    14991.9866666667    217.1530064519
480 15208.43    14473.17    15283.6 14988.4 258.5273015241
510 15222.07    14439.7 15223.6 14961.79    261.0453736422
540 15075.63    14575.43    15154.2 14935.0866666667    181.2530456143
570 15218.33    14524.23    15286.87    15009.81    243.5948721409
600 15245.63    14533.9 15241.4 15006.9766666667    236.5414851799
630 15242.03    14513.53    15267.13    15007.5633333333    247.122913637
660 15270.17    14570.87    15312.43    15051.1566666667    240.4530020145
