5   7059.0046759288 2052.9960397706 12480.1438960591    7197.3815372529 3010.8533796383
10  36945.6564030863    13116.6409594167    22331.4602821022    24131.2525482017    6937.4571086841
15  34774.0285820781    36397.7592629454    69590.9357806146    46920.9078752127    11344.7013954353
20  51280.5720347811    59702.8291678172    21702.5810472716    44228.6607499566    11522.4679631077
25  31576.3714012804    43895.3863205516    38232.830770738 37901.5294975233    3560.0492761352
30  75679.8176116396    35678.3286486944    48813.3773060507    53390.5078554616    11772.034274258
35  58988.2410628206    55596.867116538 49415.8887524805    54666.9989772797    2802.1404470883
40  53283.1583592117    34694.81572716  65569.7395651907    51182.5712171875    8974.4931195208
45  56988.885386447 64222.9821941782    1397.7806301239 40869.8827369163    19846.2269520993
50  57467.0327795547    59657.0836261813    43453.6410756406    53525.9191604588    5075.6664600535
55  32623.4670793535    63989.3777632913    40669.5220060242    45760.7889495563    9405.5982899533
60  45605.8740365759    25771.5768500368    48051.3669112281    39809.6059326136    7054.42660657
65  38642.6760053134    38709.614984492 30002.5220870129    35784.9376922728    2891.2723773855
70  33973.3415435575    40370.856783124 37612.1901108149    37318.7961458321    1852.6206954958
75  44531.6522634604    72353.0103374364    63875.9528994692    60253.538500122 8233.0311516182
80  46285.3142483554    66001.0188907291    42243.1648579112    51509.8326656652    7338.9509146012
85  65234.4976332109    24148.7745628883    38172.5374836425    42518.6032265806    12057.8518766026
90  46509.2618834798    55775.0730740606    42691.5985602258    48325.3111725887    3884.4927855897
95  44372.8316245171    29615.918556224 48351.0041143683    40779.9180983698    5698.9071590533
100 40691.190738685 47837.0907873238    50095.4161128775    46207.8992129621    2834.346639094
105 57953.9012936397    28399.2832730884    44688.4308635062    43680.5384767448    8546.5538256197
110 41175.9861648687    36649.8382825886    74499.3411464517    50775.0551979697    11933.8846914584
115 68044.8585730143    49491.6281817704    59812.9723122013    59116.486355662 5367.1658878588
120 40117.544405107 28109.0843290098    77590.9936254149    48605.8741198439    14901.3829661767
125 38784.3529376117    31800.2941527209    34099.7973193297    34894.8148032208    2054.9378642246
130 36548.9979292708    31679.8435015731    43476.5477990677    37235.1297433039    3422.6520282915
135 59685.6802861928    46487.4382225528    69925.4856543496    58699.5347210317    6783.9241141725
140 41280.6282911626    71131.9764908818    42938.5535879858    51783.7194566767    9685.9600585712
145 42031.6524612816    71356.2595048768    62067.8284988314    58485.2468216633    8652.7319995961
150 66488.9472514092    34235.4737280184    62813.08396539  54512.5016482726    10193.893411964
155 38733.3703721187    42510.2854964205    76953.0442143335    52732.2333609576    12159.3863710346
160 58596.5753963967    25831.0953110911    49229.8603718085    44552.5103597655    9743.4144196051
165 40505.4062059345    33575.3556889243    42949.6187550248    39010.1268832945    2807.4957523061
170 47291.0364273987    49891.0193047063    43130.2885146737    46770.7814155929    1968.9141814551
175 60311.5847245834    37723.3487488226    36546.9942952426    44860.6425895495    7732.9309254908
180 54812.8227747279    53796.2500651439    49639.4931807746    52749.5220068821    1582.4626897005
185 59206.1929677844    58627.9233806326    70265.2733648502    62699.7965710891    3786.4199567472
190 39582.0139328689    46181.5106549404    50064.6929704478    45276.072519419 3059.7659831086
195 49248.801868992 80923.3352552625    33968.9778309958    54713.7049850835    13827.2291130297
200 68758.500806838 40882.4476321397    23380.9769448954    44340.6417946244    13212.9891660867
